year,state,county_name,county_fips,office,candidate,party,candidatevotes,mode
2020,ARKANSAS,ARKANSAS,5001,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1,PROVISIONAL
2020,ARKANSAS,ASHLEY,5003,PRESIDENT,DONALD J TRUMP,REPUBLICAN,286,ABSENTEE
2020,ARKANSAS,ASHLEY,5003,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4018,EARLY VOTE
2020,ARKANSAS,ASHLEY,5003,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1232,ELECTION DAY
2020,ARKANSAS,ASHLEY,5003,PRESIDENT,DONALD J TRUMP,REPUBLICAN,12,PROVISIONAL
2020,ARKANSAS,BAXTER,5005,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1160,ABSENTEE
2020,ARKANSAS,BAXTER,5005,PRESIDENT,DONALD J TRUMP,REPUBLICAN,12136,EARLY VOTE
2020,ARKANSAS,BAXTER,5005,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2540,ELECTION DAY
2020,ARKANSAS,BAXTER,5005,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,PROVISIONAL
2020,ARKANSAS,BENTON,5007,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5400,ABSENTEE
2020,ARKANSAS,BENTON,5007,PRESIDENT,DONALD J TRUMP,REPUBLICAN,56966,EARLY VOTE
2020,ARKANSAS,BENTON,5007,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11599,ELECTION DAY
2020,ARKANSAS,BENTON,5007,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,PROVISIONAL
2020,ARKANSAS,BOONE,5009,PRESIDENT,DONALD J TRUMP,REPUBLICAN,711,ABSENTEE
2020,ARKANSAS,BOONE,5009,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9235,EARLY VOTE
2020,ARKANSAS,BOONE,5009,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3700,ELECTION DAY
2020,ARKANSAS,BOONE,5009,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6,PROVISIONAL
2020,ARKANSAS,BRADLEY,5011,PRESIDENT,DONALD J TRUMP,REPUBLICAN,117,ABSENTEE
2020,ARKANSAS,BRADLEY,5011,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1444,EARLY VOTE
2020,ARKANSAS,BRADLEY,5011,PRESIDENT,DONALD J TRUMP,REPUBLICAN,772,ELECTION DAY
2020,ARKANSAS,BRADLEY,5011,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2,PROVISIONAL
2020,ARKANSAS,CALHOUN,5013,PRESIDENT,DONALD J TRUMP,REPUBLICAN,72,ABSENTEE
2020,ARKANSAS,CALHOUN,5013,PRESIDENT,DONALD J TRUMP,REPUBLICAN,958,EARLY VOTE
2020,ARKANSAS,CALHOUN,5013,PRESIDENT,DONALD J TRUMP,REPUBLICAN,582,ELECTION DAY
2020,ARKANSAS,CALHOUN,5013,PRESIDENT,DONALD J TRUMP,REPUBLICAN,24,PROVISIONAL
2020,ARKANSAS,CARROLL,5015,PRESIDENT,DONALD J TRUMP,REPUBLICAN,627,ABSENTEE
2020,ARKANSAS,CARROLL,5015,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4862,EARLY VOTE
2020,ARKANSAS,CARROLL,5015,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1892,ELECTION DAY
2020,ARKANSAS,CARROLL,5015,PRESIDENT,DONALD J TRUMP,REPUBLICAN,43,PROVISIONAL
2020,ARKANSAS,CHICOT,5017,PRESIDENT,DONALD J TRUMP,REPUBLICAN,183,ABSENTEE
2020,ARKANSAS,CHICOT,5017,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1207,EARLY VOTE
2020,ARKANSAS,CHICOT,5017,PRESIDENT,DONALD J TRUMP,REPUBLICAN,362,ELECTION DAY
2020,ARKANSAS,CHICOT,5017,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,PROVISIONAL
2020,ARKANSAS,CLARK,5019,PRESIDENT,DONALD J TRUMP,REPUBLICAN,280,ABSENTEE
2020,ARKANSAS,CLARK,5019,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3076,EARLY VOTE
2020,ARKANSAS,CLARK,5019,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1249,ELECTION DAY
2020,ARKANSAS,CLARK,5019,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11,PROVISIONAL
2020,ARKANSAS,CLAY,5021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,133,ABSENTEE
2020,ARKANSAS,CLAY,5021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,954,EARLY VOTE
2020,ARKANSAS,CLAY,5021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2981,ELECTION DAY
2020,ARKANSAS,CLAY,5021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,18,PROVISIONAL
2020,ARKANSAS,CLEBURNE,5023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,423,ABSENTEE
2020,ARKANSAS,CLEBURNE,5023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6289,EARLY VOTE
2020,ARKANSAS,CLEBURNE,5023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3581,ELECTION DAY
2020,ARKANSAS,CLEBURNE,5023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,35,PROVISIONAL
2020,ARKANSAS,CLEVELAND,5025,PRESIDENT,DONALD J TRUMP,REPUBLICAN,84,ABSENTEE
2020,ARKANSAS,CLEVELAND,5025,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1570,EARLY VOTE
2020,ARKANSAS,CLEVELAND,5025,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1168,ELECTION DAY
2020,ARKANSAS,CLEVELAND,5025,PRESIDENT,DONALD J TRUMP,REPUBLICAN,45,PROVISIONAL
2020,ARKANSAS,COLUMBIA,5027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,294,ABSENTEE
2020,ARKANSAS,COLUMBIA,5027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4419,EARLY VOTE
2020,ARKANSAS,COLUMBIA,5027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,756,ELECTION DAY
2020,ARKANSAS,COLUMBIA,5027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,31,PROVISIONAL
2020,ARKANSAS,CONWAY,5029,PRESIDENT,DONALD J TRUMP,REPUBLICAN,282,ABSENTEE
2020,ARKANSAS,CONWAY,5029,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3358,EARLY VOTE
2020,ARKANSAS,CONWAY,5029,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2054,ELECTION DAY
2020,ARKANSAS,CONWAY,5029,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,PROVISIONAL
2020,ARKANSAS,CRAIGHEAD,5031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1321,ABSENTEE
2020,ARKANSAS,CRAIGHEAD,5031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,17156,EARLY VOTE
2020,ARKANSAS,CRAIGHEAD,5031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7036,ELECTION DAY
2020,ARKANSAS,CRAIGHEAD,5031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,45,PROVISIONAL
2020,ARKANSAS,CRAWFORD,5033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,964,ABSENTEE
2020,ARKANSAS,CRAWFORD,5033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,13335,EARLY VOTE
2020,ARKANSAS,CRAWFORD,5033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4268,ELECTION DAY
2020,ARKANSAS,CRAWFORD,5033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,40,PROVISIONAL
2020,ARKANSAS,CRITTENDEN,5035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,287,ABSENTEE
2020,ARKANSAS,CRITTENDEN,5035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5895,EARLY VOTE
2020,ARKANSAS,CRITTENDEN,5035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1072,ELECTION DAY
2020,ARKANSAS,CRITTENDEN,5035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,79,PROVISIONAL
2020,ARKANSAS,CROSS,5037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,161,ABSENTEE
2020,ARKANSAS,CROSS,5037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3791,EARLY VOTE
2020,ARKANSAS,CROSS,5037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,976,ELECTION DAY
2020,ARKANSAS,CROSS,5037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,18,PROVISIONAL
2020,ARKANSAS,DALLAS,5039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,44,ABSENTEE
2020,ARKANSAS,DALLAS,5039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,884,EARLY VOTE
2020,ARKANSAS,DALLAS,5039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,645,ELECTION DAY
2020,ARKANSAS,DALLAS,5039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,PROVISIONAL
2020,ARKANSAS,DESHA,5041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,124,ABSENTEE
2020,ARKANSAS,DESHA,5041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1379,EARLY VOTE
2020,ARKANSAS,DESHA,5041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,414,ELECTION DAY
2020,ARKANSAS,DESHA,5041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4,PROVISIONAL
2020,ARKANSAS,DREW,5043,PRESIDENT,DONALD J TRUMP,REPUBLICAN,273,ABSENTEE
2020,ARKANSAS,DREW,5043,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3126,EARLY VOTE
2020,ARKANSAS,DREW,5043,PRESIDENT,DONALD J TRUMP,REPUBLICAN,950,ELECTION DAY
2020,ARKANSAS,DREW,5043,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,PROVISIONAL
2020,ARKANSAS,FAULKNER,5045,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1332,ABSENTEE
2020,ARKANSAS,FAULKNER,5045,PRESIDENT,DONALD J TRUMP,REPUBLICAN,27934,EARLY VOTE
2020,ARKANSAS,FAULKNER,5045,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5072,ELECTION DAY
2020,ARKANSAS,FAULKNER,5045,PRESIDENT,DONALD J TRUMP,REPUBLICAN,83,PROVISIONAL
2020,ARKANSAS,FRANKLIN,5047,PRESIDENT,DONALD J TRUMP,REPUBLICAN,208,ABSENTEE
2020,ARKANSAS,FRANKLIN,5047,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4101,EARLY VOTE
2020,ARKANSAS,FRANKLIN,5047,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1355,ELECTION DAY
2020,ARKANSAS,FRANKLIN,5047,PRESIDENT,DONALD J TRUMP,REPUBLICAN,13,PROVISIONAL
2020,ARKANSAS,FULTON,5049,PRESIDENT,DONALD J TRUMP,REPUBLICAN,157,ABSENTEE
2020,ARKANSAS,FULTON,5049,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2493,EARLY VOTE
2020,ARKANSAS,FULTON,5049,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1294,ELECTION DAY
2020,ARKANSAS,FULTON,5049,PRESIDENT,DONALD J TRUMP,REPUBLICAN,17,PROVISIONAL
2020,ARKANSAS,GARLAND,5051,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1880,ABSENTEE
2020,ARKANSAS,GARLAND,5051,PRESIDENT,DONALD J TRUMP,REPUBLICAN,22991,EARLY VOTE
2020,ARKANSAS,GARLAND,5051,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4080,ELECTION DAY
2020,ARKANSAS,GARLAND,5051,PRESIDENT,DONALD J TRUMP,REPUBLICAN,118,PROVISIONAL
2020,ARKANSAS,GRANT,5053,PRESIDENT,DONALD J TRUMP,REPUBLICAN,248,ABSENTEE
2020,ARKANSAS,GRANT,5053,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4674,EARLY VOTE
2020,ARKANSAS,GRANT,5053,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1869,ELECTION DAY
2020,ARKANSAS,GRANT,5053,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3,PROVISIONAL
2020,ARKANSAS,GREENE,5055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,436,ABSENTEE
2020,ARKANSAS,GREENE,5055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9917,EARLY VOTE
2020,ARKANSAS,GREENE,5055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2298,ELECTION DAY
2020,ARKANSAS,GREENE,5055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,19,PROVISIONAL
2020,ARKANSAS,HEMPSTEAD,5057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,324,ABSENTEE
2020,ARKANSAS,HEMPSTEAD,5057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2514,EARLY VOTE
2020,ARKANSAS,HEMPSTEAD,5057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1632,ELECTION DAY
2020,ARKANSAS,HEMPSTEAD,5057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,PROVISIONAL
2020,ARKANSAS,HOT SPRING,5059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,385,ABSENTEE
2020,ARKANSAS,HOT SPRING,5059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7204,EARLY VOTE
2020,ARKANSAS,HOT SPRING,5059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1589,ELECTION DAY
2020,ARKANSAS,HOT SPRING,5059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,24,PROVISIONAL
2020,ARKANSAS,HOWARD,5061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,175,ABSENTEE
2020,ARKANSAS,HOWARD,5061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2393,EARLY VOTE
2020,ARKANSAS,HOWARD,5061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,799,ELECTION DAY
2020,ARKANSAS,HOWARD,5061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,PROVISIONAL
2020,ARKANSAS,INDEPENDENCE,5063,PRESIDENT,DONALD J TRUMP,REPUBLICAN,445,ABSENTEE
2020,ARKANSAS,INDEPENDENCE,5063,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7943,EARLY VOTE
2020,ARKANSAS,INDEPENDENCE,5063,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2862,ELECTION DAY
2020,ARKANSAS,INDEPENDENCE,5063,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,PROVISIONAL
2020,ARKANSAS,IZARD,5065,PRESIDENT,DONALD J TRUMP,REPUBLICAN,226,ABSENTEE
2020,ARKANSAS,IZARD,5065,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2985,EARLY VOTE
2020,ARKANSAS,IZARD,5065,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1404,ELECTION DAY
2020,ARKANSAS,IZARD,5065,PRESIDENT,DONALD J TRUMP,REPUBLICAN,16,PROVISIONAL
2020,ARKANSAS,JACKSON,5067,PRESIDENT,DONALD J TRUMP,REPUBLICAN,108,ABSENTEE
2020,ARKANSAS,JACKSON,5067,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2249,EARLY VOTE
2020,ARKANSAS,JACKSON,5067,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1228,ELECTION DAY
2020,ARKANSAS,JACKSON,5067,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8,PROVISIONAL
2020,ARKANSAS,JEFFERSON,5069,PRESIDENT,DONALD J TRUMP,REPUBLICAN,491,ABSENTEE
2020,ARKANSAS,JEFFERSON,5069,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4482,EARLY VOTE
2020,ARKANSAS,JEFFERSON,5069,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4527,ELECTION DAY
2020,ARKANSAS,JEFFERSON,5069,PRESIDENT,DONALD J TRUMP,REPUBLICAN,21,PROVISIONAL
2020,ARKANSAS,JOHNSON,5071,PRESIDENT,DONALD J TRUMP,REPUBLICAN,371,ABSENTEE
2020,ARKANSAS,JOHNSON,5071,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4148,EARLY VOTE
2020,ARKANSAS,JOHNSON,5071,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2348,ELECTION DAY
2020,ARKANSAS,JOHNSON,5071,PRESIDENT,DONALD J TRUMP,REPUBLICAN,71,PROVISIONAL
2020,ARKANSAS,LAFAYETTE,5073,PRESIDENT,DONALD J TRUMP,REPUBLICAN,157,ABSENTEE
2020,ARKANSAS,LAFAYETTE,5073,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1197,EARLY VOTE
2020,ARKANSAS,LAFAYETTE,5073,PRESIDENT,DONALD J TRUMP,REPUBLICAN,379,ELECTION DAY
2020,ARKANSAS,LAFAYETTE,5073,PRESIDENT,DONALD J TRUMP,REPUBLICAN,24,PROVISIONAL
2020,ARKANSAS,LAWRENCE,5075,PRESIDENT,DONALD J TRUMP,REPUBLICAN,188,ABSENTEE
2020,ARKANSAS,LAWRENCE,5075,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2844,EARLY VOTE
2020,ARKANSAS,LAWRENCE,5075,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1537,ELECTION DAY
2020,ARKANSAS,LAWRENCE,5075,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,PROVISIONAL
2020,ARKANSAS,LEE,5077,PRESIDENT,DONALD J TRUMP,REPUBLICAN,72,ABSENTEE
2020,ARKANSAS,LEE,5077,PRESIDENT,DONALD J TRUMP,REPUBLICAN,802,EARLY VOTE
2020,ARKANSAS,LEE,5077,PRESIDENT,DONALD J TRUMP,REPUBLICAN,412,ELECTION DAY
2020,ARKANSAS,LEE,5077,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,PROVISIONAL
2020,ARKANSAS,LINCOLN,5079,PRESIDENT,DONALD J TRUMP,REPUBLICAN,124,ABSENTEE
2020,ARKANSAS,LINCOLN,5079,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1504,EARLY VOTE
2020,ARKANSAS,LINCOLN,5079,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1097,ELECTION DAY
2020,ARKANSAS,LINCOLN,5079,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4,PROVISIONAL
2020,ARKANSAS,LITTLE RIVER,5081,PRESIDENT,DONALD J TRUMP,REPUBLICAN,136,ABSENTEE
2020,ARKANSAS,LITTLE RIVER,5081,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2778,EARLY VOTE
2020,ARKANSAS,LITTLE RIVER,5081,PRESIDENT,DONALD J TRUMP,REPUBLICAN,800,ELECTION DAY
2020,ARKANSAS,LITTLE RIVER,5081,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1,PROVISIONAL
2020,ARKANSAS,LOGAN,5083,PRESIDENT,DONALD J TRUMP,REPUBLICAN,223,ABSENTEE
2020,ARKANSAS,LOGAN,5083,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4229,EARLY VOTE
2020,ARKANSAS,LOGAN,5083,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1986,ELECTION DAY
2020,ARKANSAS,LOGAN,5083,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3,PROVISIONAL
2020,ARKANSAS,LONOKE,5085,PRESIDENT,DONALD J TRUMP,REPUBLICAN,907,ABSENTEE
2020,ARKANSAS,LONOKE,5085,PRESIDENT,DONALD J TRUMP,REPUBLICAN,18811,EARLY VOTE
2020,ARKANSAS,LONOKE,5085,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3151,ELECTION DAY
2020,ARKANSAS,LONOKE,5085,PRESIDENT,DONALD J TRUMP,REPUBLICAN,15,PROVISIONAL
2020,ARKANSAS,MADISON,5087,PRESIDENT,DONALD J TRUMP,REPUBLICAN,289,ABSENTEE
2020,ARKANSAS,MADISON,5087,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2923,EARLY VOTE
2020,ARKANSAS,MADISON,5087,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2446,ELECTION DAY
2020,ARKANSAS,MADISON,5087,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,PROVISIONAL
2020,ARKANSAS,MARION,5089,PRESIDENT,DONALD J TRUMP,REPUBLICAN,376,ABSENTEE
2020,ARKANSAS,MARION,5089,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3623,EARLY VOTE
2020,ARKANSAS,MARION,5089,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1730,ELECTION DAY
2020,ARKANSAS,MARION,5089,PRESIDENT,DONALD J TRUMP,REPUBLICAN,54,PROVISIONAL
2020,ARKANSAS,MILLER,5091,PRESIDENT,DONALD J TRUMP,REPUBLICAN,338,ABSENTEE
2020,ARKANSAS,MILLER,5091,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8789,EARLY VOTE
2020,ARKANSAS,MILLER,5091,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2792,ELECTION DAY
2020,ARKANSAS,MILLER,5091,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1,PROVISIONAL
2020,ARKANSAS,MISSISSIPPI,5093,PRESIDENT,DONALD J TRUMP,REPUBLICAN,231,ABSENTEE
2020,ARKANSAS,MISSISSIPPI,5093,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5042,EARLY VOTE
2020,ARKANSAS,MISSISSIPPI,5093,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2008,ELECTION DAY
2020,ARKANSAS,MISSISSIPPI,5093,PRESIDENT,DONALD J TRUMP,REPUBLICAN,15,PROVISIONAL
2020,ARKANSAS,MONROE,5095,PRESIDENT,DONALD J TRUMP,REPUBLICAN,91,ABSENTEE
2020,ARKANSAS,MONROE,5095,PRESIDENT,DONALD J TRUMP,REPUBLICAN,917,EARLY VOTE
2020,ARKANSAS,MONROE,5095,PRESIDENT,DONALD J TRUMP,REPUBLICAN,536,ELECTION DAY
2020,ARKANSAS,MONROE,5095,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1,PROVISIONAL
2020,ARKANSAS,MONTGOMERY,5097,PRESIDENT,DONALD J TRUMP,REPUBLICAN,173,ABSENTEE
2020,ARKANSAS,MONTGOMERY,5097,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1935,EARLY VOTE
2020,ARKANSAS,MONTGOMERY,5097,PRESIDENT,DONALD J TRUMP,REPUBLICAN,938,ELECTION DAY
2020,ARKANSAS,MONTGOMERY,5097,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,PROVISIONAL
2020,ARKANSAS,NEVADA,5099,PRESIDENT,DONALD J TRUMP,REPUBLICAN,145,ABSENTEE
2020,ARKANSAS,NEVADA,5099,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1130,EARLY VOTE
2020,ARKANSAS,NEVADA,5099,PRESIDENT,DONALD J TRUMP,REPUBLICAN,858,ELECTION DAY
2020,ARKANSAS,NEVADA,5099,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,PROVISIONAL
2020,ARKANSAS,NEWTON,5101,PRESIDENT,DONALD J TRUMP,REPUBLICAN,144,ABSENTEE
2020,ARKANSAS,NEWTON,5101,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1396,EARLY VOTE
2020,ARKANSAS,NEWTON,5101,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1608,ELECTION DAY
2020,ARKANSAS,NEWTON,5101,PRESIDENT,DONALD J TRUMP,REPUBLICAN,44,PROVISIONAL
2020,ARKANSAS,OUACHITA,5103,PRESIDENT,DONALD J TRUMP,REPUBLICAN,399,ABSENTEE
2020,ARKANSAS,OUACHITA,5103,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3686,EARLY VOTE
2020,ARKANSAS,OUACHITA,5103,PRESIDENT,DONALD J TRUMP,REPUBLICAN,990,ELECTION DAY
2020,ARKANSAS,OUACHITA,5103,PRESIDENT,DONALD J TRUMP,REPUBLICAN,219,PROVISIONAL
2020,ARKANSAS,PERRY,5105,PRESIDENT,DONALD J TRUMP,REPUBLICAN,84,ABSENTEE
2020,ARKANSAS,PERRY,5105,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2337,EARLY VOTE
2020,ARKANSAS,PERRY,5105,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1047,ELECTION DAY
2020,ARKANSAS,PERRY,5105,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11,PROVISIONAL
2020,ARKANSAS,PHILLIPS,5107,PRESIDENT,DONALD J TRUMP,REPUBLICAN,80,ABSENTEE
2020,ARKANSAS,PHILLIPS,5107,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1228,EARLY VOTE
2020,ARKANSAS,PHILLIPS,5107,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1085,ELECTION DAY
2020,ARKANSAS,PHILLIPS,5107,PRESIDENT,DONALD J TRUMP,REPUBLICAN,24,PROVISIONAL
2020,ARKANSAS,PIKE,5109,PRESIDENT,DONALD J TRUMP,REPUBLICAN,142,ABSENTEE
2020,ARKANSAS,PIKE,5109,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2511,EARLY VOTE
2020,ARKANSAS,PIKE,5109,PRESIDENT,DONALD J TRUMP,REPUBLICAN,861,ELECTION DAY
2020,ARKANSAS,PIKE,5109,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5,PROVISIONAL
2020,ARKANSAS,POINSETT,5111,PRESIDENT,DONALD J TRUMP,REPUBLICAN,149,ABSENTEE
2020,ARKANSAS,POINSETT,5111,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3135,EARLY VOTE
2020,ARKANSAS,POINSETT,5111,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2568,ELECTION DAY
2020,ARKANSAS,POINSETT,5111,PRESIDENT,DONALD J TRUMP,REPUBLICAN,66,PROVISIONAL
2020,ARKANSAS,POLK,5113,PRESIDENT,DONALD J TRUMP,REPUBLICAN,377,ABSENTEE
2020,ARKANSAS,POLK,5113,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4739,EARLY VOTE
2020,ARKANSAS,POLK,5113,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1902,ELECTION DAY
2020,ARKANSAS,POLK,5113,PRESIDENT,DONALD J TRUMP,REPUBLICAN,17,PROVISIONAL
2020,ARKANSAS,POPE,5115,PRESIDENT,DONALD J TRUMP,REPUBLICAN,930,ABSENTEE
2020,ARKANSAS,POPE,5115,PRESIDENT,DONALD J TRUMP,REPUBLICAN,14281,EARLY VOTE
2020,ARKANSAS,POPE,5115,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2870,ELECTION DAY
2020,ARKANSAS,POPE,5115,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,PROVISIONAL
2020,ARKANSAS,PRAIRIE,5117,PRESIDENT,DONALD J TRUMP,REPUBLICAN,62,ABSENTEE
2020,ARKANSAS,PRAIRIE,5117,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1510,EARLY VOTE
2020,ARKANSAS,PRAIRIE,5117,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1192,ELECTION DAY
2020,ARKANSAS,PRAIRIE,5117,PRESIDENT,DONALD J TRUMP,REPUBLICAN,22,PROVISIONAL
